device_id,event_id,device_phone_brand,device_model,event_timestamp,event_latitude,event_longitude,event_app_id,event_app_installed,event_app_active,app_label_id,app_category,device_group,device_gender,device_age
-9221825537663503111,245033,华为,荣耀畅玩4C,2016-05-06 07:02:33,33.62,113.36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,296851,华为,荣耀畅玩4C,2016-05-06 06:52:43,33.63,113.36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,329863,华为,荣耀畅玩4C,2016-05-06 07:05:49,33.62,113.36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,340952,华为,荣耀畅玩4C,2016-05-05 07:21:49,33.63,113.36,-813732308580233175,1,1,263,Debit and credit,XXX,XXX,XXX
-9221825537663503111,341411,华为,荣耀畅玩4C,2016-05-01 08:45:40,34.64,113.77,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,452208,华为,荣耀畅玩4C,2016-05-05 13:18:38,33.63,113.36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,483166,华为,荣耀畅玩4C,2016-05-01 08:45:18,34.92,113.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,497293,华为,荣耀畅玩4C,2016-05-02 13:12:14,34.92,113.48,-813732308580233175,1,0,263,Debit and credit,XXX,XXX,XXX
-9221825537663503111,547876,华为,荣耀畅玩4C,2016-05-02 10:25:42,34.92,113.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,599992,华为,荣耀畅玩4C,2016-05-01 10:25:53,34.92,113.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,633159,华为,荣耀畅玩4C,2016-05-05 13:36:58,33.63,113.36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,633314,华为,荣耀畅玩4C,2016-05-05 13:46:10,33.46,113.53,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,658543,华为,荣耀畅玩4C,2016-05-01 10:31:14,34.92,113.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,658789,华为,荣耀畅玩4C,2016-05-02 10:31:33,34.92,113.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,700175,华为,荣耀畅玩4C,2016-05-05 07:21:42,33.63,113.36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,709067,华为,荣耀畅玩4C,2016-05-05 13:10:12,33.63,113.36,-813732308580233175,1,0,263,Debit and credit,XXX,XXX,XXX
-9221825537663503111,736105,华为,荣耀畅玩4C,2016-05-05 13:25:34,33.63,113.36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,810460,华为,荣耀畅玩4C,2016-05-01 08:40:18,34.64,113.77,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,816605,华为,荣耀畅玩4C,2016-05-05 12:33:17,33.63,113.36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,839299,华为,荣耀畅玩4C,2016-05-01 09:52:22,34.92,113.48,-813732308580233175,1,1,263,Debit and credit,XXX,XXX,XXX
-9221825537663503111,839300,华为,荣耀畅玩4C,2016-05-01 09:52:52,34.92,113.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,840914,华为,荣耀畅玩4C,2016-05-01 10:36:14,34.92,113.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,846481,华为,荣耀畅玩4C,2016-05-02 13:13:57,34.92,113.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,876162,华为,荣耀畅玩4C,2016-05-05 21:30:08,33.46,113.53,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,895324,华为,荣耀畅玩4C,2016-05-01 08:33:22,34.64,113.77,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,958525,华为,荣耀畅玩4C,2016-05-05 13:12:11,33.63,113.36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,987397,华为,荣耀畅玩4C,2016-05-05 12:33:04,33.63,113.36,-813732308580233175,1,0,263,Debit and credit,XXX,XXX,XXX
-9221825537663503111,1005995,华为,荣耀畅玩4C,2016-05-06 06:57:38,33.62,113.36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,1056879,华为,荣耀畅玩4C,2016-05-07 07:51:17,33.63,113.36,-813732308580233175,1,1,263,Debit and credit,XXX,XXX,XXX
-9221825537663503111,1083097,华为,荣耀畅玩4C,2016-05-01 08:42:18,34.64,113.77,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,1117579,华为,荣耀畅玩4C,2016-05-05 12:31:28,33.63,113.36,-813732308580233175,1,0,263,Debit and credit,XXX,XXX,XXX
-9221825537663503111,1118816,华为,荣耀畅玩4C,2016-05-05 13:36:32,33.63,113.36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,1161904,华为,荣耀畅玩4C,2016-05-05 21:29:12,33.46,113.53,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,1161905,华为,荣耀畅玩4C,2016-05-05 21:29:42,33.46,113.53,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,1249036,华为,荣耀畅玩4C,2016-05-01 10:35:14,34.92,113.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,1249212,华为,荣耀畅玩4C,2016-05-02 10:26:42,34.92,113.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,1283899,华为,荣耀畅玩4C,2016-05-05 13:27:17,33.63,113.36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,1305918,华为,荣耀畅玩4C,2016-05-06 07:11:05,33.62,113.36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,1366371,华为,荣耀畅玩4C,2016-05-02 11:47:03,34.92,113.48,3393801415211067047,1,1,179,video,XXX,XXX,XXX
-9221825537663503111,1426557,华为,荣耀畅玩4C,2016-05-05 13:22:52,33.63,113.36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,1499325,华为,荣耀畅玩4C,2016-05-01 10:33:14,34.92,113.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,1499327,华为,荣耀畅玩4C,2016-05-01 10:34:14,34.92,113.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,1510656,华为,荣耀畅玩4C,2016-05-06 07:01:19,33.62,113.36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,1582144,华为,荣耀畅玩4C,2016-05-04 14:22:25,33.63,113.36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,1599946,华为,荣耀畅玩4C,2016-05-01 08:55:08,34.92,113.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,1642469,华为,荣耀畅玩4C,2016-05-02 10:28:42,34.92,113.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,1666894,华为,荣耀畅玩4C,2016-05-05 12:35:04,33.63,113.36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,1684677,华为,荣耀畅玩4C,2016-05-05 13:30:17,33.63,113.36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,1770965,华为,荣耀畅玩4C,2016-05-02 11:51:58,34.92,113.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,1797265,华为,荣耀畅玩4C,2016-05-01 10:29:10,34.92,113.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,1872035,华为,荣耀畅玩4C,2016-05-01 08:43:53,34.92,113.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,1901027,华为,荣耀畅玩4C,2016-05-05 19:13:43,33.46,113.53,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,1934587,华为,荣耀畅玩4C,2016-05-05 13:32:20,33.63,113.36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,1963798,华为,荣耀畅玩4C,2016-05-01 10:38:14,34.92,113.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,1992900,华为,荣耀畅玩4C,2016-05-01 10:27:29,34.92,113.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,1992904,华为,荣耀畅玩4C,2016-05-01 10:29:25,34.92,113.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,1998555,华为,荣耀畅玩4C,2016-05-05 13:25:15,33.63,113.36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,2015897,华为,荣耀畅玩4C,2016-05-02 07:40:58,34.92,113.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,2016949,华为,荣耀畅玩4C,2016-05-01 08:49:27,34.92,113.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,2046149,华为,荣耀畅玩4C,2016-05-01 08:48:27,34.92,113.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,2081460,华为,荣耀畅玩4C,2016-05-05 13:40:45,33.63,113.36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,2144989,华为,荣耀畅玩4C,2016-05-01 08:44:48,34.92,113.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,2204035,华为,荣耀畅玩4C,2016-05-07 07:54:57,33.63,113.36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,2265481,华为,荣耀畅玩4C,2016-05-05 13:14:15,33.63,113.36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,2361884,华为,荣耀畅玩4C,2016-05-02 11:47:32,34.92,113.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,2472419,华为,荣耀畅玩4C,2016-05-01 08:31:34,34.64,113.77,-813732308580233175,1,0,263,Debit and credit,XXX,XXX,XXX
-9221825537663503111,2475082,华为,荣耀畅玩4C,2016-05-01 10:25:15,34.92,113.48,-813732308580233175,1,1,263,Debit and credit,XXX,XXX,XXX
-9221825537663503111,2500964,华为,荣耀畅玩4C,2016-05-02 10:24:42,34.92,113.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,2562868,华为,荣耀畅玩4C,2016-05-05 19:13:19,33.46,113.53,2761480706282992376,1,1,231,notes,XXX,XXX,XXX
-9221825537663503111,2579374,华为,荣耀畅玩4C,2016-05-02 10:25:53,34.92,113.48,-813732308580233175,1,1,263,Debit and credit,XXX,XXX,XXX
-9221825537663503111,2585235,华为,荣耀畅玩4C,2016-05-05 13:19:37,33.63,113.36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,2606715,华为,荣耀畅玩4C,2016-05-06 06:50:43,33.63,113.36,-813732308580233175,1,0,263,Debit and credit,XXX,XXX,XXX
-9221825537663503111,2611025,华为,荣耀畅玩4C,2016-05-02 10:29:42,34.92,113.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,2693456,华为,荣耀畅玩4C,2016-05-06 07:12:20,33.62,113.36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,2699523,华为,荣耀畅玩4C,2016-05-05 12:36:19,33.63,113.36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,2700836,华为,荣耀畅玩4C,2016-05-05 13:43:30,33.46,113.53,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,2716697,华为,荣耀畅玩4C,2016-05-02 07:36:04,34.92,113.48,-813732308580233175,1,1,263,Debit and credit,XXX,XXX,XXX
-9221825537663503111,2733556,华为,荣耀畅玩4C,2016-05-06 06:57:54,33.62,113.36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,2800855,华为,荣耀畅玩4C,2016-05-02 10:27:42,34.92,113.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,2822921,华为,荣耀畅玩4C,2016-05-01 08:43:48,34.92,113.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,2855503,华为,荣耀畅玩4C,2016-05-05 13:45:42,33.46,113.53,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,2856469,华为,荣耀畅玩4C,2016-05-04 14:22:55,33.63,113.36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,2877199,华为,荣耀畅玩4C,2016-05-02 11:48:33,34.92,113.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,2938074,华为,荣耀畅玩4C,2016-05-01 10:37:14,34.92,113.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,3000606,华为,荣耀畅玩4C,2016-05-04 14:21:56,33.63,113.36,-813732308580233175,1,0,263,Debit and credit,XXX,XXX,XXX
-9221825537663503111,3017948,华为,荣耀畅玩4C,2016-05-06 06:56:38,33.62,113.36,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,3051750,华为,荣耀畅玩4C,2016-05-01 09:53:21,34.92,113.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,3054975,华为,荣耀畅玩4C,2016-05-04 09:29:02,0.00,0.00,-813732308580233175,1,1,263,Debit and credit,XXX,XXX,XXX
-9221825537663503111,3078500,华为,荣耀畅玩4C,2016-05-06 07:01:33,33.62,113.36,-813732308580233175,1,0,263,Debit and credit,XXX,XXX,XXX
-9221825537663503111,3094439,华为,荣耀畅玩4C,2016-05-01 10:39:14,34.92,113.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9221825537663503111,3106570,华为,荣耀畅玩4C,2016-05-02 07:41:28,34.92,113.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
